text,label,generated_label,match,elapsed_time
매핑 그리드도 표시해,"camera_live_action(""display_mapping_grid"")","display_mapping_grid
camera_live_action(""zoom_in"")
camera_live_action(""display_mapping_grid"")",0,0.99627
오프셋 보여줘,"camera_live_action(""display_offset"")",display_offset,0,0.09355
오프셋 보여줘,"camera_live_action(""display_offset"")",display_offset,0,0.09234
오프셋 보여줘,"camera_live_action(""display_offset"")",display_offset,0,0.09404
창 최대화 해줘,"camera_live_action(""maximize_window"")","open_monitor_window()
maximize_window()",0,0.358
카메라 창 최대화 해줘,"camera_live_action(""maximize_window"")","open_monitor_window()
maximize_window()",0,0.36969
카메라 확대 초기화 해줘,"camera_live_action(""reset_zoom"")","camera_live_action(""zoom_in"")
camera_live_action(""reset_zoom"")",0,0.49824
라이브 줌 리셋,"camera_live_action(""reset_zoom"")","camera_live_action(""reset_zoom"")",1,0.21693
카메라 화면 저장해,"camera_live_action(""save_image"")","camera_live_action(""save_image"")",1,0.22783
카메라 스크린샷 하자,"camera_live_action(""save_image"")","camera_live_action(""save_image"")",1,0.22419
라이브 저장,"camera_live_action(""save_image"")","camera_live_action(""save_image"")",1,0.22656
히스토그램 띄워,"camera_live_action(""show_gray_histogram"")","camera_live_action(""show_gray_histogram"")",1,0.30378
라이브 카메라에 히스토그램 띄워,"camera_live_action(""show_gray_histogram"")","camera_live_action(""show_gray_histogram"")",1,0.28844
히스토그램 띄워,"camera_live_action(""show_gray_histogram"")","camera_live_action(""show_gray_histogram"")",1,0.29044
히스토그램 표시해줘,"camera_live_action(""show_gray_histogram"")","camera_live_action(""show_gray_histogram"")",1,0.31163
카메라 라이브 시작해,"camera_live_action(""start"")","camera_live_action(""start"")",1,0.18611
카메라 라이브 시작해,"camera_live_action(""start"")","camera_live_action(""start"")",1,0.18103
라이브 멈춰,"camera_live_action(""stop"")","camera_live_action(""stop"")",1,0.17426
라이브 멈춰,"camera_live_action(""stop"")","camera_live_action(""stop"")",1,0.18126
라이브 정지,"camera_live_action(""stop"")","camera_live_action(""stop"")",1,0.17561
십자선 표시해줘,"camera_live_action(""toggle_reticle"")","camera_live_action(""toggle_reticle"")",1,0.24583
라이브 카메라에 십자선 표시해줘,"camera_live_action(""toggle_reticle"")","camera_live_action(""toggle_reticle"")",1,0.24555
카메라 십자선 표시,"camera_live_action(""toggle_reticle"")","camera_live_action(""toggle_reticle"")",1,0.24641
십자선 켜,"camera_live_action(""toggle_reticle"")","toggle_camera_live(""Side"", True)",0,0.23026
카메라 축소 해줘,"camera_live_action(""zoom_in"")","camera_live_action(""zoom_in"")",1,0.2417
카메라 라이브 확대해줘,"camera_live_action(""zoom_in"")","camera_live_action(""zoom_in"")",1,0.24321
라이브 줌인 해줘,"camera_live_action(""zoom_in"")","camera_live_action(""zoom_in"")",1,0.22446
라이브 줌아웃 해줘,"camera_live_action(""zoom_out"")","camera_live_action(""zoom_out"")",1,0.22205
카메라 창 최대화 해줘,camera_live_action(maximize_window),"open_monitor_window()
maximize_window()",0,0.32985
지금 창 닫아줘,close_window(),close_window(),1,0.10982
이 창 종료해,close_window(),close_window(),1,0.10885
모든 창 닫아,close_window(),close_window(),1,0.11085
현재 창을 꺼,close_window(),close_window(),1,0.10971
현재 창 닫아줘,close_window(),close_window(),1,0.1096
지금 창 닫아,close_window(),close_window(),1,0.11108
3 Point Calibration 설정 띄워줘,"open_calibration(""3 Point Calibration"")","open_calibration(""3 Point Calibration"")",1,0.19129
3 Point Calibration 설정 띄워줘,"open_calibration(""3 Point Calibration"")","open_calibration(""3 Point Calibration"")",1,0.1937
3 포인트 캘리브레이션 설정할래,"open_calibration(""3 Point Calibration"")","open_calibration(""3 Point Calibration"")",1,0.20109
Bottom Jig 정렬 해줘,"open_calibration(""Bottom Jig Calibration"")","open_settings(""bottom_jig_alignment"")",0,0.22538
Bottom Jig 캘리브 해줘,"open_calibration(""Bottom Jig Calibration"")","open_calibration(""Bottom Jig Calibration"")",1,0.23141
Pad Pitch 보정 바꿔,"open_calibration(""Pad Pitch Calibration"")","open_calibration(""Pad Pitch Calibration"")",1,0.19176
Pad Pitch 보정 켜줘,"open_calibration(""Pad Pitch Calibration"")","open_calibration(""Pad Pitch Calibration"")",1,0.19852
패드 간격 설정 열어줘,"open_calibration(""Pad Pitch Calibration"")","open_calibration(""Pad Pitch Calibration"")",1,0.20559
Top Jig 캘리브레이션 열어,"open_calibration(""Top Jig Calibration"")","open_calibration(""Top Jig Calibration"")",1,0.22004
탑 지그 캘리브레이션 열어,"open_calibration(""Top Jig Calibration"")","open_calibration(""Top Jig Calibration"")",1,0.22657
검사 기록 창 열어줘,open_history_window(),open_history_window(),1,0.16046
히스토리 보여줘,open_history_window(),open_history_window(),1,0.14638
기록창 켜,open_history_window(),open_history_window(),1,0.1444
검사 이력 봐볼래,open_history_window(),open_history_window(),1,0.16182
검사 기록 창 열어줘,open_history_window(),open_history_window(),1,0.14778
히스토리 보여줘,open_history_window(),open_history_window(),1,0.15351
기록창 켜,open_history_window(),open_history_window(),1,0.15434
검사 이력 봐볼래,open_history_window(),open_history_window(),1,0.15138
검사 기록창 열어줘,open_history_window(),open_history_window(),1,0.15357
검사 기록창 열어,open_history_window(),open_history_window(),1,0.14324
조명 설정 열어,open_light_window(),open_light_window(),1,0.15062
라이트 설정 보고싶어,open_light_window(),open_light_window(),1,0.14645
조명 창 띄워줘,open_light_window(),open_light_window(),1,0.14505
조명값 조정하고 싶어,open_light_window(),open_light_window(),1,0.15144
조명 설정 열어,open_light_window(),open_light_window(),1,0.14507
라이트 설정창 켜,open_light_window(),open_light_window(),1,0.14985
조명 창 띄워줘,open_light_window(),open_light_window(),1,0.15664
조명값 조정하고 싶어,open_light_window(),open_light_window(),1,0.15033
조명 설정 켜줘,open_light_window(),open_light_window(),1,0.14602
조명 설정 보고 싶어,open_light_window(),open_light_window(),1,0.16129
모니터링 창 보여줘,open_monitor_window(),open_monitor_window(),1,0.14549
시스템 모니터링 하고싶어,open_monitor_window(),open_monitor_window(),1,0.14916
상태창 띄워줘,open_monitor_window(),open_monitor_window(),1,0.14577
모니터링 창 보여줘,open_monitor_window(),open_monitor_window(),1,0.14323
시스템 상태 보고싶어,open_monitor_window(),open_monitor_window(),1,0.15186
모니터 열어줘,open_monitor_window(),open_monitor_window(),1,0.14973
상태창 띄워줘,open_monitor_window(),open_monitor_window(),1,0.15364
시스템 모니터 열어줘,open_monitor_window(),open_monitor_window(),1,0.16353
모니터 창 켜 줘,open_monitor_window(),open_monitor_window(),1,0.14966
이미지 자동삭제 주기 바꿔,"open_settings(""change_auto_delete_period"")","change_image_save_mode(""auto_delete_period_10"")",0,0.32543
이미지 저장 방식 바꿔줘,"open_settings(""change_image_save_mode"")","change_image_save_mode(""NewMode"")",0,0.235
이미지 저장 방식 바꾸자,"open_settings(""change_image_save_mode"")","open_settings(""change_image_save_mode"")",1,0.29107
레시피 변경할래,"open_settings(""change_recipe"")","open_settings(""change_recipe"")",1,0.19561
레시피 바꾸자,"open_settings(""change_recipe"")","open_settings(""change_recipe"")",1,0.19858
검사 결과 색상 바꾸고 싶어,"open_settings(""change_result_color"")","open_settings(""change_result_color"")",1,0.24869
결과 색상 바꾸자,"open_settings(""change_result_color"")",change_result_color,0,0.12917
허용 오차 변경해줘,"open_settings(""change_tolerance"")",change_tolerance,0,0.12581
허용 오차 수정할래,"open_settings(""change_tolerance"")",change_tolerance,0,0.13224
레시피 복사해,"open_settings(""copy_recipe"")","open_settings(""copy_recipe"")",1,0.20224
레시피 복사하자,"open_settings(""copy_recipe"")","open_settings(""copy_recipe"")",1,0.20178
새 레시피 만들자,"open_settings(""create_recipe"")","open_settings(""create_recipe"")",1,0.19047
새 레시피 만들어줘,"open_settings(""create_recipe"")","open_settings(""create_recipe"")",1,0.1929
레시피 삭제해줘,"open_settings(""delete_recipe"")","open_settings(""delete_recipe"")",1,0.24
레시피 삭제할래,"open_settings(""delete_recipe"")","open_settings(""delete_recipe"")",1,0.2362
디바이스 정보 설정하자,"open_settings(""set_device_info"")","open_settings(""set_device_info"")",1,0.21437
테이블 정보 입력,"open_settings(""set_table_info"")","open_settings(""set_table_info"")",1,0.21309
테이블 정보 입력창 열어,"open_settings(""set_table_info"")","open_settings(""set_table_info"")",1,0.21729
검사 모드를 AllPass로 바꾸고 싶어,"open_settings(""switch_inspection_mode"")","switch_mode(""ALLPASS"")",0,0.17693
AllPass 모드로 검사 바꿔,"open_settings(""switch_inspection_mode"")","switch_mode(""ALLPASS"")",0,0.17681
검사 끄고 싶어,"open_settings(""toggle_inspection"")",close_window(),0,0.14497
BGA 티칭화면 띄워줘,"open_teaching_window(""BGA"")","open_teaching_window(""BGA"")",1,0.20919
BGA 티칭화면 띄워줘,"open_teaching_window(""BGA"")","open_teaching_window(""BGA"")",1,0.2184
LGA 티칭창 열어줘,"open_teaching_window(""LGA"")","open_teaching_window(""LGA"")",1,0.21559
LGA 티칭 시작하자,"open_teaching_window(""LGA"")","open_teaching_window(""LGA"")",1,0.21174
Mapping 검사 티칭을 열어,"open_teaching_window(""Mapping"")","open_teaching_window(""Mapping"")",1,0.19379
Mapping 티칭을 열어,"open_teaching_window(""Mapping"")","open_teaching_window(""Mapping"")",1,0.19788
QFN 티칭 화면 열어줘,"open_teaching_window(""QFN"")","open_teaching_window(""QFN"")",1,0.22233
검사 모드로 전환해줘,"switch_mode(""RUN"")","switch_mode(""RUN"")",1,0.1476
RUN 모드로 시작하자,"switch_mode(""RUN"")","switch_mode(""RUN"")",1,0.15115
검사 시작하자 RUN 모드로,"switch_mode(""RUN"")","switch_mode(""RUN"")",1,0.14817
설정 모드로 바꿔,"switch_mode(""SETUP"")","switch_mode(""SETUP"")",1,0.16859
SETUP 모드로 변경해줘,"switch_mode(""SETUP"")","switch_mode(""SETUP"")",1,0.1601
설정 모드로 바꿔,"switch_mode(""SETUP"")","switch_mode(""SETUP"")",1,0.16278
SETUP 모드로 변경해줘,"switch_mode(""SETUP"")","switch_mode(""SETUP"")",1,0.16247
BarCode 카메라 끄고싶어,"toggle_camera_live(""BarCode"", False)","toggle_camera_live(""BarCode"", False)",1,0.25059
BarCode 카메라 꺼,"toggle_camera_live(""BarCode"", False)","toggle_camera_live(""BarCode"", False)",1,0.2606
Mapping 화면 끄고싶어,"toggle_camera_live(""Mapping"", False)","toggle_camera_live(""Mapping"", False)",1,0.27572
Mapping 화면 꺼줘,"toggle_camera_live(""Mapping"", False)","toggle_camera_live(""Mapping"", False)",1,0.26805
Mapping 화면 키고싶어,"toggle_camera_live(""Mapping"", True)","open_teaching_window(""Mapping"")",0,0.19718
맵핑 화면 켜줘,"toggle_camera_live(""Mapping"", True)","toggle_camera_live(""Mapping"", True)",1,0.26032
PRS 카메라 켜,"toggle_camera_live(""PRS"", True)","toggle_camera_live(""PRS"", True)",1,0.25602
PRS 카메라 라이브 켜줘,"toggle_camera_live(""PRS"", True)","toggle_camera_live(""PRS"", True)",1,0.26592
Setting X1 카메라 켜,"toggle_camera_live(""Setting X1"", True)","toggle_camera_live(""Setting X1"", True)",1,0.28531
Setting X2 꺼줘,"toggle_camera_live(""Setting X2"", False)","toggle_camera_live(""Setting X2"", False)",1,0.27774
Side 라이브 켜,"toggle_camera_live(""Side"", True)","toggle_camera_live(""Side"", True)",1,0.24565
오늘 날씨 어때?,NO_FUNCTION,NO_FUNCTION,1,0.12674
점심 뭐 먹었어?,NO_FUNCTION,NO_FUNCTION,1,0.12735
주말에 뭐 했어?,NO_FUNCTION,NO_FUNCTION,1,0.14518
음악 좀 틀어줘,NO_FUNCTION,NO_FUNCTION,1,0.12851
축구 경기 결과 알려줘,NO_FUNCTION,NO_FUNCTION,1,0.12723
커피 마시고 싶다,NO_FUNCTION,NO_FUNCTION,1,0.13047
요즘 유행하는 기술 뭐야?,NO_FUNCTION,NO_FUNCTION,1,0.13196
GPT가 뭔지 알아?,NO_FUNCTION,NO_FUNCTION,1,0.13022
우리 회사 조직도 알려줘,NO_FUNCTION,NO_FUNCTION,1,0.12958
BTS 멤버가 누구야?,NO_FUNCTION,NO_FUNCTION,1,0.12699
넷플릭스 추천해줘,NO_FUNCTION,NO_FUNCTION,1,0.12536
고양이 사진 보여줘,NO_FUNCTION,NO_FUNCTION,1,0.12919
내일 몇 도야?,NO_FUNCTION,NO_FUNCTION,1,0.12573
영어로 검사 모드가 뭐야?,NO_FUNCTION,NO_FUNCTION,1,0.16054
좋아하는 색 있어?,NO_FUNCTION,NO_FUNCTION,1,0.12845
이 시스템 말고 다른 것도 있어?,NO_FUNCTION,NO_FUNCTION,1,0.12791
오늘 몇 월 며칠이야?,NO_FUNCTION,NO_FUNCTION,1,0.12683
한국이 언제 독립했어?,NO_FUNCTION,NO_FUNCTION,1,0.12436
졸려서 집중이 안돼,NO_FUNCTION,open_monitor_window(),0,0.17794
로또 번호 좀 알려줘,NO_FUNCTION,NO_FUNCTION,1,0.12754
오늘 환율 얼마야?,NO_FUNCTION,NO_FUNCTION,1,0.12475
AI가 세상을 바꿀까?,NO_FUNCTION,NO_FUNCTION,1,0.12909
영화 예매 좀 해줘,NO_FUNCTION,NO_FUNCTION,1,0.12665
피자 주문할 수 있어?,NO_FUNCTION,NO_FUNCTION,1,0.12595
요즘 주식 어때?,NO_FUNCTION,NO_FUNCTION,1,0.1289
드라이버 업데이트 해야 해?,NO_FUNCTION,"open_settings(""check_drivers"")",0,0.23417
넌 어디서 만들어졌어?,NO_FUNCTION,NO_FUNCTION,1,0.12634
감자랑 고구마 중 뭐가 좋아?,NO_FUNCTION,NO_FUNCTION,1,0.12987
비가 올 것 같아,NO_FUNCTION,NO_FUNCTION,1,0.12588
유튜브 틀어줘,NO_FUNCTION,NO_FUNCTION,1,0.12875
무슨 노래 좋아해?,NO_FUNCTION,NO_FUNCTION,1,0.12951
일기 예보 좀 알려줘,NO_FUNCTION,NO_FUNCTION,1,0.12898
버스 시간 확인해줘,NO_FUNCTION,NO_FUNCTION,1,0.12452
퇴근 시간 언제야?,NO_FUNCTION,NO_FUNCTION,1,0.13042
넌 사람 아니지?,NO_FUNCTION,NO_FUNCTION,1,0.13295
복권 당첨되면 뭐할 거야?,NO_FUNCTION,NO_FUNCTION,1,0.12617
책 추천해줘,NO_FUNCTION,NO_FUNCTION,1,0.13704
누가 대통령이야?,NO_FUNCTION,NO_FUNCTION,1,0.1261
지금 몇 시야?,NO_FUNCTION,NO_FUNCTION,1,0.128
피곤해 죽겠어,NO_FUNCTION,open_monitor_window(),0,0.19233
QFN 검사 티칭 모드로 바꿔,"open_teaching_window(""QFN"")
switch_mode(""RUN"")","open_teaching_window(""QFN"")
switch_mode(""RUN"")",1,0.36011
설정 모드로 바꾸고 BGA 티칭창 열어줘,"switch_mode(""SETUP"")
open_teaching_window(""BGA"")","switch_mode(""SETUP"")
open_teaching_window(""BGA"")",1,0.35658
티칭 열고 레시피 바꿔줘,"open_teaching_window(""LGA"")
open_settings(""change_recipe"")","open_teaching_window(""LGA"")
open_settings(""change_recipe"")",1,0.42852
매핑 카메라 켜고 라이브 화면 확대해줘,"toggle_camera_live(""Mapping"", True)
camera_live_action(""zoom_in"")","toggle_camera_live(""Mapping"", True)
camera_live_action(""zoom_in"")",1,0.45927
검사 종료하고 설정에서 검사 OFF로 바꿔,"switch_mode(""SETUP"")
open_settings(""toggle_inspection"")","switch_mode(""SETUP"")
close_window()  # 현재 설정되지 않았지만, 명시적으로 종료 요청에 따라 추가
toggle_inspection(""OFF"")  # 설정에서 검사 ON/OFF를 변경하는 가상 함수 호출",0,0.99326
Top Jig 보정 열고 십자선 표시해,"open_calibration(""Top Jig Calibration"")
camera_live_action(""toggle_reticle"")","open_calibration(""Top Jig Calibration"")
toggle_camera_live(""Side"", True)
toggle_camera_live(""Side"", False)
toggle_camera_live(""Side"", True)",0,0.89336
모든 창 닫고 검사 기록 열어,"close_window()
open_history_window()
","close_window()
open_history_window()",1,0.22911
레시피 바꾸고 이미지 저장 방식도 바꿔줘,"open_settings(""change_recipe"")
switch_mode(""change_image_save_mode"")","open_settings(""change_recipe"")
change_image_save_mode(""custom"")",0,0.41079
레시피를 복사하고 검사 ON으로 바꿔줘,"open_settings(""copy_recipe"")
toggle_inspection(""ON"")","open_settings(""copy_recipe"")
toggle_inspection(""ON"")",1,0.38183
테이블 정보 입력하고 이미지 저장 방식도 설정해줘,"open_settings(""set_table_info"")
open_settings(""change_image_save_mode"")","open_settings(""set_table_info"")
open_settings(""change_image_save_mode"")",1,0.45752
세팅 카메라 열고 십자선 표시도 해줘,"camera_live_action(""toggle_reticle"")
toggle_camera_live(""Setting X1"", True)","open_camera_settings()
toggle_reticle()",0,0.27598
모든 창 닫고 모니터링 창 열어줘,"close_window()
open_monitor_window()","close_window()
open_monitor_window()",1,0.23921
검사 모드 셋업으로 바꾸고 검사 다시 시작해줘,"switch_mode(""SETUP"")
switch_mode(""RUN"")","switch_mode(""SETUP"")
switch_mode(""RUN"")",1,0.2777
레시피 바꾸고 자동 삭제 주기도 설정해줘,"open_settings(""change_recipe"")
change_settings(""change_auto_delete_period"")","open_settings(""change_recipe"")
open_settings(""change_auto_delete_period"")",0,0.42901
Mapping 카메라 라이브 끄고 오프셋 표시해줘,"toggle_camera_live(""Mapping"", False)
camera_live_action(""display_offset"")","toggle_camera_live(""Mapping"", False)
display_offset()",0,0.31277
LGA 티칭창 열고 허용 오차 바꿔줘,"open_teaching_window(""LGA"")
open_settings(""change_tolerance"")","open_teaching_window(""LGA"")
change_tolerance(""new_value"")",0,0.41549
조명 설정 창 열고 레시피도 만들거야,"open_light_window()
open_settings(""create_recipe"")","open_light_window()
open_settings(""create_recipe"")",1,0.33854
바코드 카메라 켜고 이미지 저장해,"toggle_camera_live(""BarCode"", True)
camera_live_action(""save_image"")","toggle_camera_live(""BarCode"", True)
save_image",0,0.32117
패드 간격 조정하고 검사시작할거야,"open_calibration(""Pad Pitch Calibration"")
switch_mode(""RUN"")","open_settings(""change_pad_interval"")
switch_mode(""RUN"")",0,0.35332
레시피 복사하고 색상도 변경해줘,"open_settings(""copy_recipe"")
open_settings(""change_result_color"")","open_settings(""copy_recipe"")
change_result_color(""new_color_code"")",0,0.44167
QFN 티칭창 열고 검사 모드로 전환해줘,"open_teaching_window(""QFN"")
switch_mode(""RUN"")","open_teaching_window(""QFN"")
switch_mode(""RUN"")",1,0.34652
설정 모드로 바꾸고 LGA 티칭창 열어,"switch_mode(""SETUP"")
open_teaching_window(""LGA"")","switch_mode(""SETUP"")
open_teaching_window(""LGA"")",1,0.34685
검사창 닫고 모니터링 창 열어줘,"close_window()
open_monitor_window()","close_window()
open_monitor_window()",1,0.23682
레시피 복사하고 검사 ON으로 바꿔줘,"open_settings(""copy_recipe"")
open_settings(""toggle_inspection"")","open_settings(""copy_recipe"")
toggle_inspection(""ON"")",0,0.37218
바코드 카메라 켜고 이미지 저장해,"toggle_camera_live(""BarCode"", True)
camera_live_action(""save_image"")","toggle_camera_live(""BarCode"", True)
save_image",0,0.32394
Mapping 카메라 켜고 확대해줘,"toggle_camera_live(""Mapping"", True)
camera_live_action(""zoom_in"")","toggle_camera_live(""Mapping"", True)
zoom_in",0,0.31275
검사 모드로 바꾸고 오프셋 표시해줘,"switch_mode(""RUN"")
camera_live_action(""display_offset"")","switch_mode(""RUN"")
display_offset",0,0.22245
설정창 닫고 히스토리 창 열어줘,"close_window()
open_history_window()","close_window()
open_history_window()",1,0.2497
레시피 바꾸고 자동 삭제 주기 설정해,"open_settings(""change_recipe"")
open_settings(""change_auto_delete_period"")","open_settings(""change_recipe"")
change_auto_delete_period(""7"")  # 예시로 7일로 설정",0,0.56562
허용 오차 바꾸고 검사 모드로 전환해,"open_settings(""change_tolerance"")
switch_mode(""RUN"")","change_tolerance
switch_mode(""RUN"")",0,0.28583
조명 설정 창 열고 디바이스 정보 입력해줘,"open_light_window()
open_settings(""set_device_info"")","open_light_window()
open_settings(""set_device_info"")",1,0.36719
Top Jig 보정 열고 십자선 표시해줘,"open_calibration(""Top Jig Calibration"")
camera_live_action(""toggle_reticle"")","open_calibration(""Top Jig Calibration"")
toggle_camera_live(""Side"", True)
toggle_camera_live(""Side"", False)
toggle_camera_live(""Side"", True)",0,0.93408
검사 OFF하고 창 닫아줘,"open_settings(""toggle_inspection"")
close_window()","close_window()
toggle_inspection(""OFF"")",0,0.36535
Mapping 카메라 켜고 히스토그램 표시해줘,"toggle_camera_live(""Mapping"", True)
camera_live_action(""show_gray_histogram"")","toggle_camera_live(""Mapping"", True)
display_gray_histogram()",0,0.39345
티칭창 열고 테이블 정보도 입력해,"open_teaching_window(""BGA"")
open_settings(""set_table_info"")","open_teaching_window(""Mapping"")
open_settings(""set_table_info"")",0,0.42779
검사 결과 색상 변경하고 창 닫아줘,"open_settings(""change_result_color"")
close_window()","open_settings(""change_result_color"")
close_window()",1,0.37071
Pad Pitch 보정 열고 검사 모드로 바꿔줘,"open_calibration(""Pad Pitch Calibration"")
switch_mode(""RUN"")","open_calibration(""Pad Pitch Calibration"")
switch_mode(""RUN"")",1,0.33635
바코드 카메라 켜고 그리드 표시해줘,"toggle_camera_live(""BarCode"", True)
camera_live_action(""display_mapping_grid"")","toggle_camera_live(""BarCode"", True)
display_mapping_grid",0,0.37505
설정창 열고 레시피 삭제해,"open_settings(""delete_recipe"")
close_window()","open_settings(""change_recipe"")
delete_recipe",0,0.29761
LGA 티칭 열고 검사 시작할게,"open_teaching_window(""LGA"")
switch_mode(""RUN"")","open_teaching_window(""LGA"")
switch_mode(""RUN"")",1,0.33823
